URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCES,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,63,32,0.3263157860387812,0.08895131077813546,23.337662337662337,0.3311074012242627,9.46750789555464,23.337662337662337,595,1068,2.107957707289928,39,5.777406789092932
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,56,37,0.2043010730720315,0.1390134527070053,17.530864197530864,0.2147887323943662,7.098261171970093,17.530864197530864,305,669,1.8077464788732394,37,4.975352112676056
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66,33,0.33333332996633,0.10498409320786417,19.88372093023256,0.30701754385964913,8.076295389636885,19.88372093023256,525,943,2.028654970760234,31,5.507017543859649
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,57,25,0.3902438976799525,0.10580645147637878,17.291666666666668,0.21807228915662652,7.003895582329318,17.291666666666668,362,775,1.8367469879518072,74,4.887349397590361
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,51,25,0.34210525865650976,0.0815450642901877,21.8375,0.23697767601602748,8.829791070406412,21.8375,414,932,1.872925014310246,36,5.225529479107041
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,43,24,0.2835820853196704,0.10060060044954865,20.092307692307692,0.2304747320061256,8.129112969725528,20.092307692307692,301,666,1.8583460949464012,17,5.136294027565084
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,26,12,0.36842104293628836,0.09819121421656017,16.17391304347826,0.20833333333333334,6.552898550724638,16.17391304347826,155,387,1.8333333333333333,14,5.15994623655914
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,36,13,0.4693877455226991,0.12436548191785411,19.81081081081081,0.21418826739427013,8.009999631282033,19.81081081081081,157,394,1.7653478854024556,11,4.907230559345157
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,64,40,0.23076922855029589,0.09774436081039063,26.390243902439025,0.24491682070240295,10.654064289256572,26.390243902439025,530,1064,1.9071164510166358,87,5.033271719038817
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,46,65,-0.17117116962908857,0.09677419346401551,18.895238095238096,0.2565524193548387,7.660716205837175,18.895238095238096,509,1147,1.9349798387096775,32,5.326108870967742
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,34,19,0.2830188625845498,0.07969924800045226,20.35593220338983,0.2997502081598668,8.26227296461988,20.35593220338983,360,665,2.059117402164863,15,5.564529558701082
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,27,24,0.05882352825836219,0.07391304337114052,14.903614457831326,0.24171382376717865,6.058131312639402,14.903614457831326,299,690,1.8860145513338722,38,5.1495553759094586
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,60,24,0.4285714234693878,0.1118508653637139,26.515625,0.22215674720094283,10.695112698880378,26.515625,377,751,1.843842074248674,55,4.974071891573365
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,66,23,0.4831460619871229,0.10507674131632026,19.867469879518072,0.2534869617950273,8.04838273652524,19.867469879518072,418,847,1.933899332929048,63,5.2201334141904185
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26,1,0.9259258916323744,0.09642857108418368,22.26086956521739,0.306640625,9.027004076086957,22.26086956521739,157,280,2.056640625,11,5.48046875
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80,38,0.3559322003734559,0.1548556428413968,181.6,0.22191629955947137,72.7287665198238,181.6,403,762,1.7995594713656389,32,4.797356828193832
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,25,1,0.9230768875739658,0.04896421836353255,17.214285714285715,0.30186721991701243,7.0064611736810924,17.214285714285715,291,531,1.9439834024896265,11,5.274896265560166
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,6,0.399999980000001,0.04962779144012955,17.658536585365855,0.3080110497237569,7.186619054035845,17.658536585365855,223,403,2.0027624309392267,4,5.611878453038674
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.041916167413675647,25.23076923076923,0.2774390243902439,10.20328330206379,25.23076923076923,91,167,1.8719512195121952,6,5.307926829268292
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,66,-0.46666666148148156,0.11984021288969346,24.75,0.25396825396825395,10.001587301587302,24.75,352,751,1.896103896103896,10,5.186868686868687
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,14,0.09677419042663901,0.08378378355734113,24.4,0.23633879781420766,9.854535519125683,24.4,173,370,1.819672131147541,22,5.016393442622951
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,37,0.2127659551833409,0.10042735032005624,17.375,0.21634121274409043,7.036536485097637,17.375,421,936,1.8263103802672147,35,4.956834532374101
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40,3,0.8604650962682536,0.11944444411265433,15.133333333333333,0.26725403817914833,6.160234948604993,15.133333333333333,182,360,1.8722466960352422,11,5.196769456681351
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,1,0.599999880000024,0.022624434286767265,21.5,0.21705426356589147,8.686821705426357,21.5,84,221,1.8449612403100775,3,4.971576227390181
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,21,9,0.3999999866666671,0.045801526647631256,22.92,0.23036649214659685,9.26014659685864,22.92,264,655,1.712914485165794,26,4.658813263525305
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,22,8,0.4666666511111116,0.08426966268463577,25.916666666666668,0.3102893890675241,10.490782422293677,25.916666666666668,193,356,2.077170418006431,16,5.553054662379421
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15,9,0.24999998958333375,0.12834224530298266,13.620689655172415,0.23544303797468355,5.542453077258839,13.620689655172415,93,187,1.929113924050633,6,5.177215189873418
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,1,0.6666665555555741,0.059405940005881785,14.0,0.27976190476190477,5.711904761904762,14.0,47,101,1.9702380952380953,7,5.339285714285714
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,23,34,-0.1929824527546938,0.1397058820105248,14.228070175438596,0.18495684340320592,5.765210807536722,14.228070175438596,150,408,1.785450061652281,11,4.86806411837238
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.636363578512402,0.11458333213975697,19.0,0.18947368421052632,7.675789473684211,19.0,36,96,1.7052631578947368,4,4.626315789473685
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,45,19,0.4062499936523439,0.09315866070864824,19.45,0.3350471293916024,7.914018851756641,19.45,391,687,2.145672664952871,20,5.75235646958012
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,17,-0.2592592496570648,0.09677419320152619,25.571428571428573,0.2681564245810056,10.335833998403832,25.571428571428573,144,279,1.851024208566108,10,5.1191806331471135
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,37,-0.25423728382648675,0.11302681970684518,20.596153846153847,0.21008403361344538,8.322495151906917,20.596153846153847,225,522,1.7824463118580767,11,4.873949579831932
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,47,-0.30555555131172846,0.07783783775368883,23.053333333333335,0.28050896471949105,9.33353691922113,23.053333333333335,485,925,2.0121457489878543,16,5.477732793522267
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,41,22,0.30158729680020163,0.07711138301455155,25.142857142857142,0.20170454545454544,10.137824675324676,25.142857142857142,355,817,1.7761363636363636,13,4.809659090909091
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34,24,0.17241379013079672,0.07512953358143842,17.63855421686747,0.21448087431693988,7.141214036473764,17.63855421686747,314,772,1.7937158469945356,15,4.955601092896175
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24,7,0.5483870790842877,0.0750605325059067,14.126984126984127,0.20337078651685395,5.732141965400393,14.126984126984127,181,413,1.6842696629213483,10,4.6606741573033705
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,39,8,0.6595744540516074,0.07859531759432221,21.545454545454547,0.2011251758087201,8.698631888505307,21.545454545454547,286,598,1.7039381153305204,14,4.656118143459915
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,29,6,0.6571428383673475,0.1635514011049,29.75,0.23529411764705882,11.994117647058824,29.75,112,214,1.8298319327731092,3,4.720588235294118
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,40,15,0.4545454462809919,0.06410256402785248,22.84285714285714,0.27329580988117574,9.246461181095327,22.84285714285714,437,858,1.9681050656660413,56,5.252657911194497
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,24,69,-0.4838709625390219,0.19096509201033862,12.948051948051948,0.2176529588766299,5.266281962771432,12.948051948051948,217,487,1.843530591775326,17,4.887662988966901
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,52,23,0.3866666615111112,0.13940520420184907,14.538461538461538,0.15167548500881833,5.876054809388143,14.538461538461538,172,538,1.6516754850088184,10,4.637566137566138
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,32,-0.18518518175583,0.07871720105143265,26.065217391304348,0.20266889074228525,10.507154512818653,26.065217391304348,243,686,1.738115095913261,30,5.025854879065888
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,30,25,0.09090908925619838,0.06857855353045068,17.597560975609756,0.26056826056826055,7.143251694471207,17.597560975609756,376,802,1.9313929313929314,18,5.329175329175329
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,24,79,-0.5339805773399944,0.1999999996116505,13.1,0.22423664122137404,5.32969465648855,13.1,235,515,1.8540076335877862,17,4.925572519083969
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40,29,0.15942028754463353,0.08712121201121059,29.37037037037037,0.20996216897856243,11.832133015739574,29.37037037037037,333,792,1.7225725094577553,23,4.87578814627995
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.2777777700617286,0.08737864056461495,33.34782608695652,0.2255541069100391,13.429352077546625,33.34782608695652,173,412,1.8878748370273795,11,5.2698826597131685
